ᐋ,U
ᑭᒧᑎᐤ,kImOtIw
ᑭᒧᑎᐃᐧᐣ,kImOtIwIn
ᑭᒧᑑᓭᐤ,kImOtosew
ᑮᒣᐧᐤ,kimwew
ᑭᓇᓈᐢᑯᒥᑎᐣ,kInUnUskOmItIn
ᑮᓈᐱᐢᑳᐤ,kinUpIskUw
ᑭᓀᐱᐠ,kInepIk
ᑭᓀᐱᑯᐢ,kInepIkOs
ᑭᓀᐱᑯᓯᐢ,kInepIkOsIs
ᑭᓀᐱᑯᐢᑳᐤ,kInepIkOskUw
ᑭᓀᐱᑯᐃᐧᔨᓂᐤ,kInepIkOwIyInIw
ᑭᓀᐱᑯᔨᓂᐤ,kInepIkOyInIw
ᑮᓂᑲᐦᐊᒼ,kinIkUhUm
ᑮᓂᑲᒧᐣ,kinIkUmOn
ᑮᓂᑲᑕᐦᐊᒪᐁᐧᐤ,kinIkUtUhUmUwew
ᑮᓂᑲᑕᐦᐃᑫᐤ,kinIkUtUhIkew
ᑮᓂᑲᑐᐢ,kinIkUtOs
ᑮᓂᑳᐤ,kinIkUw
ᑮᓂᑳᐤ,kinIkUw
ᑮᓂᑭᐦᑯᒋᑫᐤ,kinIkIhkOtsIkew
ᑮᓂᑭᐦᑯᑕᒼ,kinIkIhkOtUm
ᑮᓂᑭᐦᑯᑌᐤ,kinIkIhkOtew
ᑭᓂᑭᓂᐠ,kInIkInIk
ᑮᓂᑯᑯᑕᒼ,kinIkOkOtUm
ᑮᓂᑯᑯᑌᐤ,kinIkOkOtew
ᑮᓂᑯᑌᐤ,kinIkOtew
ᑮᓂᑳᐧᓂᐸᔨᐤ,kinIkwUnIpUyIw
ᑮᓂᑳᐧᔪᐁᐧᐃᐧᓯᑊ,kinIkwUyOwewIsIp
ᑮᓂᐳᒋᑲᐣ,kinIpOtsIkUn
ᑮᓂᐳᒋᑫᐤ,kinIpOtsIkew
ᑮᓂᐳᐦᐁᐤ,kinIpOhew
ᑮᓂᐳᑖᐤ,kinIpOtUw
ᑮᓂᐳᑌᐤ,kinIpOtew
ᑭᓄᒋᐦᒑᐣ,kInOtsIhtsUn
ᑭᓄᒋᐦᒉᐤ,kInOtsIhtsew
ᑭᓄᒋᐦᒌᐢ,kInOtsIhtsis
ᑭᓄᒋᐦᒋᕀ,kInOtsIhtsIy
ᑭᓄᐦᐁᐤ,kInOhew
ᑭᓄᐦᑫᐧᐤ,kInOhkwew
ᑭᓄᐦᑖᐤ,kInOhtUw
ᑭᓄᐦᑕᐊᐧᑫᐤ,kInOhtUwUkew
ᑭᓄᑲᒫᐤ,kInOkUmUw
ᑭᓄᑳᐸᐃᐧᐤ,kInOkUpUwIw
ᑭᓄᑲᓭᐤ,kInOkUsew
ᑭᓄᑳᑌᐤ,kInOkUtew
ᑭᓄᑯᐦᑖᐤ,kInOkOhtUw
ᑭᓄᑯᐦᑌᐤ,kInOkOhtew
ᑭᓄᑯᐟ,kInOkOt
ᑭᓄᑯᑕᒼ,kInOkOtUm
ᑭᓄᑯᑌᐤ,kInOkOtew
ᑭᓄᑲᐧᓀᐤ,kInOkwUnew
ᑭᓄᑲᐧᔭ,kInOkwUyUw
ᑭᓄᑲᐧᔭᐁᐧᐤ,kInOkwUyUwew
ᑭᓄᐸᔨᐤ,kInOpUyIw
ᑭᓄᐱᐢᑲᐧᓀᐤ,kInOpIskwUnew
ᑭᓄᐱᑐᓀᐤ,kInOpItOnew
ᑭᓄᓵᑲᕀ,kInOsUkUy
ᑭᓄᓵᑫᐤ,kInOsUkew
ᑭᓄᓭᓯᐢ,kInOsesIs
ᑭᓄᓭᐢᑳᐤ,kInOseskUw
ᑭᓄᓭᐤ,kInOsew
ᑭᓄᓭᐊᐧᐣ,kInOsewUn
ᑭᓄᓭᐋᐧᐳᕀ,kInOsewUpOy
ᑭᓄᓭᐁᐧᐤ,kInOsewew
ᑭᓄᓭᐃᐧᑲᒥᐠ,kInOsewIkUmIk
ᑭᓄᓭᐃᐧᑲᒥᑯᐦᑫᐤ,kInOsewIkUmIkOhkew
ᑭᓄᓭᐃᐧᒫᑯᓯᐤ,kInOsewImUkOsIw
ᑭᓄᓭᐃᐧᒫᑲᐧᐣ,kInOsewImUkwUn
ᑭᓄᓭᐃᐧᐱᒥᕀ,kInOsewIpImIy
ᑭᓄᓭᐃᐧᐤ,kInOsewIw
ᑭᓄᓯᓯᐤ,kInOsIsIw
ᑭᓄᓯᑌᐤ,kInOsItew
ᑭᓄᓯᐤ,kInOsIw
ᑭᓄᑕᐦᑕᐦᑲᐧᓀᐤ,kInOtUhtUhkwUnew
ᑭᓄᑌᐢᑲᓀᐤ,kInOteskUnew
ᑭᓄᔭᐁᐧᐤ,kInOyUwew
ᑮᓈᐧᐦᑫᐧᐦᐁᐤ,kinwUhkwehew
ᑭᓈᐧᐦᑕᐁᐧᐤ,kInwUhtUwew
ᑭᓈᐧᓂᐢᑫᐧᐤ,kInwUnIskwew
ᑭᓈᐧᐯᑲᐣ,kInwUpekUn
ᑭᓈᐧᐯᑲᓵᑲᕀ,kInwUpekUsUkUy
ᑭᓈᐧᐯᑲᓵᑫᐤ,kInwUpekUsUkew
ᑭᓈᐧᐯᑭᐦᑫᐧᐤ,kInwUpekIhkwew
ᑭᓈᐧᐯᑭᐦᑕᐊᐧᑲᕀ,kInwUpekIhtUwUkUy
ᑭᓈᐧᐯᑭᑲᐧᔭ,kInwUpekIkwUyUw
ᑭᓈᐧᐯᑭᑲᐧᔭ,kInwUpekIkwUyUw
ᑭᓈᐧᐯᑭᑲᐧᔭᐁᐧᐤ,kInwUpekIkwUyUwew
ᑭᓈᐧᐯᑭᓯᐤ,kInwUpekIsIw
ᑭᓈᐧᓯᐣ,kInwUsIn
ᑭᓈᐧᐢᑭᒉᐢ,kInwUskItses
ᑭᓈᐧᐢᑯᓯᐤ,kInwUskOsIw
ᑭᓈᐧᐢᑲᐧᐣ,kInwUskwUn
ᑭᓈᐧᐤ,kInwUw
ᑭᓈᐧᔪᐁᐧᐤ,kInwUyOwew
ᑭᓀᐧᐢ,kInwes
ᑭᓀᐧᓭᐢᑲᒥᐠ,kInweseskUmIk
ᑭᓀᐧᓰᐢ,kInwesis
ᑭᓀᐧᐢᐠ,kInwesk
ᑭᓀᐧᐢᑕᐁᐧᐤ,kInwestUwew
ᑮᐸ,kipU
ᑭᐸᐦᐋᐦᐳᐋᐧᐣ,kIpUhUhpOwUn
ᑭᐸᐦᐊᒼ,kIpUhUm
ᑭᐸᐦᐊᒪᐁᐧᐤ,kIpUhUmUwew
ᑭᐸᐦᐊᓯᐤ,kIpUhUsIw
ᑭᐸᐦᐃᑲᐣ,kIpUhIkUn
ᑭᐸᐦᐃᑲᓂᕁ,kIpUhIkUnIhk
ᑭᐸᐦᐃᑲᓂᐢ,kIpUhIkUnIs
ᑭᐸᐦᐃᑳᓱᐤ,kIpUhIkUsOw
ᑭᐸᐦᐃᑳᑌᐤ,kIpUhIkUtew
ᑭᐸᐦᐃᐹᓂᐢ,kIpUhIpUnIs
ᑭᐸᐦᐅᐣ,kIpUhOn
ᑭᐸᐦᐅᑐᐃᐧᑲᒥᐠ,kIpUhOtOwIkUmIk
ᑭᐸᐦᐅᑐᐃᐧᐣ,kIpUhOtOwIn
ᑭᐸᐦᐅᐃᐧᐣ,kIpUhOwIn
ᑭᐸᐦᐋᐧᑲᐣ,kIpUhwUkUn
ᑭᐸᐦᐁᐧᐤ,kIpUhwew
ᑮᐸᐣ,kipUn
ᑭᐹᐱᐢᑲᐦᐊᒼ,kIpUpIskUhUm
ᑭᐹᐱᐢᑲᐦᐃᑲᐣ,kIpUpIskUhIkUn
ᑭᐹᐱᐢᑲᐦᐃᑲᓂᐢ,kIpUpIskUhIkUnIs
ᑭᐹᐱᐢᑲᐦᐃᑫᐤ,kIpUpIskUhIkew
ᑭᐹᐱᐢᑲᐦᐁᐧᐤ,kIpUpIskUhwew
ᑭᐸᑖᐦᑕᒼ,kIpUtUhtUm
ᑭᐸᑖᐦᑕᒧᐃᐧᐣ,kIpUtUhtUmOwIn
ᑭᐸᑖᒧᐢᑲᐁᐧᐤ,kIpUtUmOskUwew
ᑭᐯᔨᐦᑕᒥᐢᑳᑯᐤ,kIpeyIhtUmIskUkOw
ᑭᐱᐦᒋᐸᔨᐤ,kIpIhtsIpUyIw
ᑭᐱᐦᒋᐸᔨᐃᐧᐣ,kIpIhtsIpUyIwIn
ᑭᐱᐦᒌᐤ,kIpIhtsiw
ᑭᐱᐦᑭᑐᓀᐦᐱᓱᐤ,kIpIhkItOnehpIsOw
ᑭᐱᐦᑭᑐᓀᐦᐱᑎᓱᐤ,kIpIhkItOnehpItIsOw
ᑭᐱᐦᑭᑐᓀᓀᐤ,kIpIhkItOnenew
ᑭᐱᐦᑫᐧᐢᑌᐤ,kIpIhkwestew
ᑮᐱᐦᑖᐤ,kipIhtUw
ᑭᐱᐦᑕᐊᐧᑫᐤ,kIpIhtUwUkew
ᑭᐱᐦᑌᐸᔨᐤ,kIpIhtepUyIw
ᑭᐱᐦᑌᐤ,kIpIhtew
ᑭᐱᐦᑌᐃᐧᐣ,kIpIhtewIn
ᑭᐱᐦᑎᓇᒼ,kIpIhtInUm
ᑭᐱᐦᑎᓇᒪᐁᐧᐤ,kIpIhtInUmUwew
ᑭᐱᐦᑎᓀᐤ,kIpIhtInew
ᑭᐱᐦᑐᐁᐧᐤ,kIpIhtOwew
ᑭᐱᐦᑐᐁᐧᐃᐧᐣ,kIpIhtOwewIn
ᑭᐱᑳᐸᐃᐧᐤ,kIpIkUpUwIw
ᑮᐱᑭᐣ,kipIkIn
ᑮᐱᑭᐤ,kipIkIw
ᑮᐱᑳᐧᓱᐤ,kipIkwUsOw
ᑮᐱᑳᐧᑕᒼ,kipIkwUtUm
ᑮᐱᑳᐧᑌᐤ,kipIkwUtew
ᑮᐱᓇᒼ,kipInUm
ᑮᐱᓀᐤ,kipInew
ᑮᐱᐸᔨᐦᐅᐤ,kipIpUyIhOw
ᑭᐱᐸᔨᐤ,kIpIpUyIn
ᑮᐱᐸᔨᐤ,kipIpUyIw
ᑭᐱᐸᔨᐤ,kIpIpUyIw
ᑭᐱᐱᑕᒼ,kIpIpItUm
ᑮᐱᐱᑌᐤ,kipIpItew
ᑭᐱᓯᐤ,kIpIsIw
ᑮᐱᐢᑲᒼ,kipIskUm
ᑭᐱᐢᑲᒼ,kIpIskUm
ᑮᐱᐢᑲᐁᐧᐤ,kipIskUwew
ᑮᐱᐢᑲᐁᐧᐤ,kipIskUwew
ᑭᐱᐢᑲᐁᐧᐤ,kIpIskUwew
ᑭᐱᐢᑳᐧ,kIpIskwU
ᑭᐱᐢᑳᐧᐦᐨ,kIpIskwUhts
ᑭᐱᐢᑳᐧᐦᑕᐱᐤ,kIpIskwUhtUpIw
ᑭᐱᐢᑕᓀᐦᐁᐧᐤ,kIpIstUnehwew
ᑭᐱᐢᑕᓀᐤ,kIpIstUnew
ᑭᐱᑑᓀᐤ,kIpItonew
ᑭᐱᑑᓀᐃᐧᐣ,kIpItonewIn
ᑮᐲᐤ,kipiw
ᑮᐱᐁᐧᐸᐦᐁᐧᐤ,kipIwepUhwew
ᑭᐱᐁᐧᐱᓇᒼ,kIpIwepInUm
ᑮᐱᐁᐧᐱᐢᑲᒼ,kipIwepIskUm
ᑮᐱᐁᐧᐱᐢᑲᐁᐧᐤ,kipIwepIskUwew
ᑮᐱᔭᐦᑭᓀᐤ,kipIyUhkInew
ᑭᐳᒑᐱᓀᐤ,kIpOtsUpInew
ᑭᐳᒑᐱᓂᓱᐤ,kIpOtsUpInIsOw
ᑭᐳᒑᐱᐊᐧᐦᐱᓱᐤ,kIpOtsUpIwUhpIsOw
ᑭᐳᒑᐱᐊᐧᐦᐱᑌᐤ,kIpOtsUpIwUhpItew
ᑭᐳᑭᐣ,kIpOkIn
ᑭᐳᑯᐦᑖᑲᓀᐸᔨᐤ,kIpOkOhtUkUnepUyIw
ᑭᐳᑳᐧᑕᒼ,kIpOkwUtUm
ᑭᐳᑳᐧᑖᐤ,kIpOkwUtUw
ᑭᐳᑳᐧᑌᐤ,kIpOkwUtew
ᑭᐳᓇᒼ,kIpOnUm
ᑭᐳᓀᐤ,kIpOnew
ᑭᐳᐱᑕᒼ,kIpOpItUm
ᑭᐳᓯᐣ,kIpOsIn
ᑭᐳᓯᐤ,kIpOsIw
ᑭᐳᐢᑲᒼ,kIpOskUm
ᑭᐳᐢᑕᐦᐊᒼ,kIpOstUhUm
ᑭᐳᐢᑕᐦᐃᑫᐤ,kIpOstUhIkew
ᑭᐳᐢᑕᐦᐁᐧᐤ,kIpOstUhwew
ᑭᐳᑌᑳᑕᒼ,kIpOtekUtUm
ᑭᐸᐧᒑᐸᐦᐱᑌᐤ,kIpwUtsUpUhpItew
ᑭᐸᐧᐦᐱᑕᒼ,kIpwUhpItUm
ᑭᐸᐧᐦᐱᑌᐤ,kIpwUhpItew
ᑭᐸᐧᐢᑭᓀᐤ,kIpwUskInew
ᑭᐸᐧᑖᒪᐦᐱᓱᐤ,kIpwUtUmUhpIsOw
ᑭᐸᐧᑖᒫᐸᓱᐤ,kIpwUtUmUpUsOw
ᑭᐸᐧᑖᒧᐢᑲᐁᐧᐤ,kIpwUtUmOskUwew
ᑭᐸᐧᑖᒧᐤ,kIpwUtUmOw
ᑭᐹᐧᐤ,kIpwUw
ᑮᓵᐨ,kisUts
ᑭᓵᒋᒣᐤ,kIsUtsImew
ᑭᓵᒋᒥᐁᐧᐤ,kIsUtsImIwew
ᑭᓵᒋᓇᒼ,kIsUtsInUm
ᑭᓵᒋᓀᐤ,kIsUtsInew
ᑭᓵᒌᐤ,kIsUtsiw
ᑮᓴᐦᐁᐤ,kisUhew
ᑮᓴᐦᑲᒥᑲᐣ,kisUhkUmIkUn
ᑮᓴᐦᑲᒥᑭᓯᐤ,kisUhkUmIkIsIw
ᑮᓴᐦᑲᒥᑭᓯᐃᐧᐣ,kisUhkUmIkIsIwIn
ᑮᓴᐦᐱᑕᒼ,kisUhpItUm
ᑮᓴᐦᐱᑌᐤ,kisUhpItew
ᑭᓵᑲᒥᒉᐋᐧᐴᐢ,kIsUkUmItsewUpos
ᑭᓵᑲᒥᓴᒼ,kIsUkUmIsUm
ᑭᓵᑲᒥᓯᑲᐣ,kIsUkUmIsIkUn
ᑭᓵᑲᒥᓯᑫᐤ,kIsUkUmIsIkew
ᑭᓵᑲᒥᑌᐦᑫᐧᐤ,kIsUkUmItehkwew
ᑭᓵᑲᒥᑌᐤ,kIsUkUmItew
ᑭᓵᑲᒥᑌᐋᐧᐳᕀ,kIsUkUmItewUpOy
ᑮᓴᑭᒣᐤ,kisUkImew
ᑮᓵᐯᐤ,kisUpew
ᑮᓵᐯᐃᐧᐤ,kisUpewIw
ᑮᓵᐯᐃᐧ,kisUpewIwIn
ᑮᓴᐱᐦᑳᑕᒼ,kisUpIhkUtUm
ᑭᓵᐱᐢᑭᓴᒼ,kIsUpIskIsUm
ᑮᓵᐱᐢᑭᓱᐤ,kisUpIskIsOw
ᑭᓵᐱᐢᑭᓱᐤ,kIsUpIskIsOw
ᑭᓵᐱᐢᑭᓭᐧᐤ,kIsUpIskIswew
ᑭᓵᐱᐢᑭᑌᐤ,kIsUpIskItew
ᑭᓵᐱᐢᑭᐋᐧᐣ,kIsUpIskIwUn
ᑮᓴᐯᐧᓈᔮᐤ,kisUpwenUyUw
ᑮᓴᐯᐧᓂᐸᔨᐤ,kisUpwenIpUyIw
ᑮᓴᐯᐧᓄᕁ,kisUpwenOhk
ᑮᓴᐯᐧᐤ,kisUpwew
ᑮᓴᐯᐧᔮᐤ,kisUpweyUw
ᑮᓴᓯᓇᐦᐊᒼ,kisUsInUhUm
ᑮᓴᓯᓇᐦᐃᑫᐤ,kisUsInUhIkew
ᑮᓴᓯᐋᐧᑕᒼ,kisUsIwUtUm
ᑮᓵᐢᐱᐣ,kisUspIn
ᑮᓵᐢᐱᓀ,kisUspIne
ᑮᓴᐢᑖᐤ,kisUstUw
ᑭᓵᐢᑕᐤ,kIsUstUw
ᑭᓵᐢᑌᐤ,kIsUstew
ᑭᓵᐢᑌᐋᐧᐳᕀ,kIsUstewUpOy
ᑭᓵᑕᒼ,kIsUtUm
ᑭᓵᑌᐤ,kIsUtew
ᑭᓵᑎᓇᒼ,kIsUtInUm
ᑭᓵᑎᓀᐤ,kIsUtInew
ᑮᓴᑎᓱᐦᐁᐤ,kisUtIsOhew
ᑮᓴᑎᓱᐤ,kisUtIsOw
ᑮᓴᐁᐧᐤ,kisUwew
ᑮᓴᐁᐧᐃᐧᐣ,kisUwewIn
ᑭᐢᒋᑳᓂᐢ,kIstsIkUnIs
ᑭᐢᒋᑳᓂᐢ,kIstsIkUnIs
ᑭᐢᒋᑫᐸᔩᐢ,kIstsIkepUyis
ᑭᐢᒋᑫᓯᐤ,kIstsIkesIw
ᑭᐢᒋᔨᓂᐤ,kIstsIyInIw
ᑭᓭᐹᓀᐦᑫᐧᐤ,kIsepUnehkwew
ᑭᓭᐹᓀᐦᑫᐧᐃᐧᐣ,kIsepUnehkwewIn
ᑭᓭᐹᔮᑭ,kIsepUyUkI
ᑭᓭᐹᔮᐤ,kIsepUyUw
ᑭᓭᐋᐧᑎᓯᑐᑕᐁᐧᐤ,kIsewUtIsItOtUwew
ᑭᓭᐋᐧᑎᓯᐤ,kIsewUtIsIw
ᑭᓭᐋᐧᑎᓯᐃᐧᐣ,kIsewUtIsIwIn
ᑮᓭᔨᐦᑕᒼ,kiseyIhtUm
ᑭᓭᔨᓃᐸᐣ,kIseyInipUn
ᑭᓭᔨᓃᓯᐢ,kIseyInisIs
ᑭᓭᔨᓂᐤ,kIseyInIw
ᑭᓭᔨᓃᐋᐧᓀᐢ,kIseyIniwUnes
ᑭᓭᔨᓃᐊᐧᑎᒼ,kIseyIniwUtIm
ᑭᓭᔨᓃᐃᐧᓈᑯᓯᐤ,kIseyIniwInUkOsIw
ᑭᓭᔨᓃᐃᐧᐤ,kIseyIniwIw
ᑮᓯᐦᒋᑳᑌᐤ,kisIhtsIkUtew
ᑮᓯᐦᒋᑳᑌᐤ,kisIhtsIkUtew
ᑮᓯᐦᒋᑫᐤ,kisIhtsIkew
ᑮᓯᐦᒋᑫᐃᐧᐣ,kisIhtsIkewIn
ᑮᓯᐦᐁᐤ,kisIhew
ᑮᓯᐦᐃᐁᐧᐤ,kisIhIwew
ᑭᓰᐦᑲᐧᓯᐤ,kIsihkwUsIw
ᑮᓯᐦᐅᐤ,kisIhOw
ᑮᓰᐦᐅᐤ,kisihOw
ᑮᓯᐦᐅᐃᐧᐣ,kisIhOwIn
ᑮᓯᐦᑕᒫᑫᐤ,kisIhtUmUkew
ᑮᓯᐦᑕᒪᐁᐧᐤ,kisIhtUmUwew
ᑮᓯᐦᑖᐤ,kisIhtUw
ᑭᓰᐦᑐᐊᐧᐠ,kIsihtOwUk
ᑮᓯᐠ,kisIk
ᑭᓯᐠ,kIsIk
ᑮᓯᑳᓈᑲᐧᐣ,kisIkUnUkwUn
ᑮᓯᑳᓇᒼ,kisIkUnUm
ᑮᓯᑲᓂᓯᐤ,kisIkUnIsIw
ᑮᓯᑳᓯᐤ,kisIkUsIw
ᑮᓯᑳᐢᑌᐢᑲᒪᐁᐧᐤ,kisIkUsteskUmUwew
ᑮᓯᑳᐢᑌᐤ,kisIkUstew
ᑮᓯᑳᐤ,kisIkUw
ᑮᓯᑳᐤ,kisIkUw
ᑮᓯᑳᐊᐧᒑᕁ,kisIkUwUtsUhk
ᑮᓯᑳᐃᐧᐦᑳᐧᒥᐤ,kisIkUwIhkwUmIw
ᑮᓯᑳᔮᐸᐣ,kisIkUyUpUn
ᑮᓯᑳᔮᐢᑌᐤ,kisIkUyUstew
ᑭᓰᑯᒋᐣ,kIsikOtsIn
ᑮᓯᑯᕁ,kisIkOhk
ᑭᓰᑯᑌᐤ,kIsikOtew
ᑮᓯᑳᐧᓱᐤ,kisIkwUsOw
ᑮᓯᑳᐧᑕᒼ,kisIkwUtUm
ᑮᓯᑳᐧᑌᐤ,kisIkwUtew
ᑭᓰᒣᐤ,kIsimew
ᑭᓰᒧᐤ,kIsimOw
ᑭᓯᐣ,kIsIn
ᑭᓯᐣ,kIsIn
ᑮᓯᓈᐨ,kisInUts
ᑮᓯᓈᒋᐦᐁᐤ,kisInUtsIhew
ᑮᓯᓈᒋᐦᐃᑯᐃᐧᓯᐤ,kisInUtsIhIkOwIsIw
ᑮᓯᓈᒋᐸᔨᐤ,kisInUtsIpUyIw
ᑮᓯᓇᒼ,kisInUm
ᑮᓯᓇᒫᓱᐤ,kisInUmUsOw
ᑮᓯᓇᒪᐁᐧᐤ,kisInUmUwew
ᑭᓯᓈᓯᐣ,kIsInUsIn
ᑮᓯᓈᑕᑯᒋᐣ,kisInUtUkOtsIn
ᑮᓯᓈᑌᔨᐦᑕᒼ,kisInUteyIhtUm
ᑮᓯᓈᑌᔨᐦᑕᒪᐁᐧᐤ,kisInUteyIhtUmUwew
ᑮᓯᓈᑌᔨᐦᑕᒧᐃᐧᐣ,kisInUteyIhtUmOwIn
ᑮᓯᓈᑌᔨᒣᐤ,kisInUteyImew
ᑭᓯᓈᑎᐣ,kIsInUtIn
ᑮᓯᓈᑎᓯᐤ,kisInUtIsIw
ᑭᓯᓈᐤ,kIsInUw
ᑮᓯᓀᐤ,kisInew
ᑮᓯᓂᑳᑌᐤ,kisInIkUtew
ᑮᓯᓂᑯᐤ,kisInIkOw
ᑭᓰᐸᐦᑖᐤ,kIsipUhtUw
ᑭᓯᐸᑭᒣᐤ,kIsIpUkImew
ᑭᓯᐸᓄᕁ,kIsIpUnOhk
ᑭᓯᐹᐯᑲᐢᑖᐤ,kIsIpUpekUstUw
ᑭᓯᐸᐢᑲᒥᑳᐤ,kIsIpUskUmIkUw
ᑭᓯᐸᐢᑮᐦᑳᓂᕁ,kIsIpUskihkUnIhk
ᑭᓯᐹᐤ,kIsIpUw
ᑮᓯᐸᔨᐤ,kisIpUyIw
ᑭᓯᐸᔨᐤ,kIsIpUyIw
ᑭᓰᐸᔨᐤ,kIsipUyIw
ᑭᓰᐸᔨᐤ,kIsipUyIw
ᑮᓯᐸᔨᐃᐧᐣ,kisIpUyIwIn
ᑭᓯᐸᔨᐃᐧᐣ,kIsIpUyIwIn
ᑭᓰᐯᑳᐱᑌᐦᐅᐣ,kIsipekUpItehOn
ᑭᓰᐯᑳᐱᑌᐤ,kIsipekUpItew
ᑭᓰᐯᑲᐢᑌᓀᐤ,kIsipekUstenew
ᑭᓰᐯᑲᐢᑌᓂᓱᐤ,kIsipekUstenIsOw
ᑭᓰᐯᑭᒋᐦᒉᓀᐤ,kIsipekItsIhtsenew
ᑭᓰᐯᑭᒋᐦᒉᐤ,kIsipekItsIhtsew
ᑭᓰᐯᑭᐦᑕᑭᓂᑫᐤ,kIsipekIhtUkInIkew
ᑭᓰᐯᑭᐦᑕᑳᐧᑫᐤ,kIsipekIhtUkwUkew
ᑭᓰᐯᑭᐦᑕᑫᐧᐤ,kIsipekIhtUkwew
ᑭᓰᐯᑭᑲᐧᔭᐁᐧᐤ,kIsipekIkwUyUwew
ᑭᓰᐯᑭᓇᒼ,kIsipekInUm
ᑭᓰᐯᑭᓇᒪᐁᐧᐤ,kIsipekInUmUwew
ᑭᓰᐯᑭᓈᐱᑌᐋᐧᑲᐣ,kIsipekInUpItewUkUn
ᑭᓰᐯᑭᓇᔨᐃᐧᓂᓭᐤ,kIsipekInUyIwInIsew
ᑭᓰᐯᑭᓀᐤ,kIsipekInew
ᑭᓰᐯᑭᓂᒋᐦᒉᐤ,kIsipekInItsIhtsew
ᑭᓰᐯᑭᓂᑳᑲᐣ,kIsipekInIkUkUn
ᑭᓰᐯᑭᓂᑲᐣ,kIsipekInIkUn
ᑭᓰᐯᑭᓂᑲᓂᐦᑲᐁᐧᐤ,kIsipekInIkUnIhkUwew
ᑭᓰᐯᑭᓂᑲᓂᐦᑫᐤ,kIsipekInIkUnIhkew
ᑭᓰᐯᑭᓂᑳᑌᐤ,kIsipekInIkUtew
ᑭᓰᐯᑭᓂᑫᐸᔩᐢ,kIsipekInIkepUyis
ᑭᓰᐯᑭᓂᑫᐤ,kIsipekInIkew
ᑭᓰᐯᑭᓂᑫᐃᐧᑲᒥᐠ,kIsipekInIkewIkUmIk
ᑭᓰᐯᑭᓂᑫᐃᐧᐣ,kIsipekInIkewIn
ᑭᓰᐯᑭᓂᓯᑌᐤ,kIsipekInIsItew
ᑭᓰᐯᑭᓂᓱᐤ,kIsipekInIsOw
ᑭᓰᐯᑭᓯᑌᓀᐤ,kIsipekIsItenew
ᑭᓰᐯᑭᓯᑌᓂᓱᐤ,kIsipekIsItenIsOw
ᑭᓰᐯᑭᓯᑌᐤ,kIsipekIsItew
ᑭᓰᐯᑭᐢᑎᑳᐧᓈᑫᐤ,kIsipekIstIkwUnUkew
ᑭᓰᐯᑭᐢᑎᑳᐧᓀᓀᐤ,kIsipekIstIkwUnenew
ᑭᓰᐯᑭᐢᑎᑳᐧᓀᐤ,kIsipekIstIkwUnew
ᑭᓰᐯᑮᐤ,kIsipekiw
ᑭᓰᐯᑭᔮᑲᓀᐤ,kIsipekIyUkUnew
ᑭᓰᐯᑭᔮᑲᓂᑲᐣ,kIsipekIyUkUnIkUn
ᑭᓰᐱᒋᐤ,kIsipItsIw
ᑭᓯᐱᐦᑯᑕᒼ,kIsIpIhkOtUm
ᑭᓯᐱᑲᐦᒉᐤ,kIsIpIkUhtsew
ᑭᓯᐱᑲᒫᐤ,kIsIpIkUmUw
ᑭᓯᐲᒪᑲᐣ,kIsIpimUkUn
ᑭᓯᐱᐸᔨᐣ,kIsIpIpUyIn
ᑭᓯᐱᐸᔨᐤ,kIsIpIpUyIw
ᑭᓯᐱᐱᑕᒼ,kIsIpIpItUm
ᑭᓯᐱᓯᐤ,kIsIpIsIw
ᑭᓯᐱᐢᑲᐁᐧᐤ,kIsIpIskUwew
ᑮᓯᓴᒼ,kisIsUm
ᑭᓯᓴᒼ,kIsIsUm
ᑮᓯᓴᒫᓱᐤ,kisIsUmUsOw
ᑮᓯᓴᒪᐁᐧᐤ,kisIsUmUwew
ᑭᓯᓴᒪᐁᐧᐤ,kIsIsUmUwew
ᑮᓯᓯᑳᑌᐤ,kisIsIkUtew
ᑮᓯᓯᑫᐤ,kisIsIkew
ᑭᓯᓯᒣᐤ,kIsIsImew
ᑭᓯᓯᐣ,kIsIsIn
ᑮᓯᓯᐤ,kisIsIw
ᑭᓯᐢᑳᒋᐊᐧᐣ,kIsIskUtsIwUn
ᑭᓯᐢᑳᐦᑌᐤ,kIsIskUhtew
ᑭᓯᐢᑳᐸᐦᑖᐤ,kIsIskUpUhtUw
ᑭᓯᐢᑳᐸᔨᐦᐅᐤ,kIsIskUpUyIhOw
ᑭᓯᐢᑳᐸᔨᐤ,kIsIskUpUyIw
ᑮᓯᐢᑫᐧᐃᐧᐤ,kisIskwewIw
ᑮᓯᓱᐤ,kisIsOw
ᑭᓯᓱᐤ,kIsIsOw
ᑭᓯᓱᐋᐧᐢᐱᓀᐤ,kIsIsOwUspInew
ᑭᓯᓱᐃᐧᐣ,kIsIsOwIn
ᑭᓰᐢᑖᑫᐃᐧᐣ,kIsistUkewIn
ᑭᓰᐢᑕᒼ,kIsistUm
ᑭᓰᐢᑖᑐᐊᐧᐠ,kIsistUtOwUk
ᑭᓰᐢᑖᑐᐃᐧᐣ,kIsistUtOwIn
ᑭᓰᐢᑕᐁᐧᐤ,kIsistUwew
ᑮᓯᓭᐧᐤ,kisIswew
ᑭᓯᓭᐧᐤ,kIsIswew
ᑭᓰᑖᐹᓱᐤ,kIsitUpUsOw
